"","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"10511","jeterde01",2011,"2396","124","Aug 20, 2011","NYY","@","MIN","L,4-9","GS-7","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.291,".350",".378",".728","1",".47","-0.007","-0.08","SS",-0.001
"10614","jeterde01",2011,"2397","125","Aug 21, 2011","NYY","@","MIN","W,3-0","CG","5","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.29,".350",".377",".727","1","1.30","-0.012","-0.23","DH",-0.001
"10715","jeterde01",2011,"2398","126","Aug 23, 2011","NYY","H","OAK","L,5-6","CG","5","3","1","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0",0.295,".356",".381",".737","2","1.78","0.055","1.07","SS",0.005
"10813","jeterde01",2011,"2399","127","Aug 24, 2011","NYY","H","OAK","L,4-6","CG(10)","5","5","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.297,".356",".382",".738","2","1.29","-0.004","0.07","SS",0.002
"10914","jeterde01",2011,"2400","128","Aug 25, 2011","NYY","H","OAK","W,22-9","CG","7","6","2","3","0","1","0","1","1","0","1","0","0","0","0","0","0","0",0.299,".359",".388",".747","1","1.38","-0.089","-0.54","DH",0.002
"11015","jeterde01",2011,"2401","129","Aug 26, 2011","NYY","@","BAL","L,5-12","CG","4","4","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.299,".358",".389",".747","1",".28","-0.026","0.04","SS",0
"11120","jeterde01",2011,"2402","130","Aug 28, 2011","NYY","@","BAL","L,0-2","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.296,".355",".385",".741","1","1.22","-0.121","-0.95","DH",-0.003
"11217","jeterde01",2011,"2403","133 (2)","Aug 30, 2011","NYY","@","BOS","W,5-2","CG","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.293,".352",".381",".733","2",".50","-0.066","-1.38","SS",-0.003
"11315","jeterde01",2011,"2404","134","Aug 31, 2011","NYY","@","BOS","L,5-9","CG","4","3","0","2","0","0","0","1","0","0","0","0","1","0","0","0","1","0",0.295,".354",".383",".737","2","1.13","0.073","0.63","SS",0.002
"11515","jeterde01",2011,"2405","135","Sep 1, 2011","NYY","@","BOS","W,4-2","CG","5","4","0","2","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.297,".356",".384",".740","1",".64","0.002","-0.16","SS",0.002
"11615","jeterde01",2011,"2406","136","Sep 2, 2011","NYY","H","TOR","W,3-2","CG","4","4","1","1","0","0","0","0","0","0","1","0","0","0","2","0","1","0",0.297,".355",".383",".738","2",".86","0.074","0.78","SS",0
"11715","jeterde01",2011,"2407","138 (1)","Sep 4, 2011","NYY","H","TOR","W,9-3","CG","5","5","1","2","0","0","1","5","0","0","1","0","0","0","0","0","0","0",0.298,".356",".389",".745","2",".84","0.083","2.46","SS",0.001
"11815","jeterde01",2011,"2408","139","Sep 5, 2011","NYY","H","BAL","W,11-10","CG","5","5","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.297,".354",".389",".744","1",".74","0.018","0.11","SS",-0.001
"11915","jeterde01",2011,"2409","140","Sep 6, 2011","NYY","H","BAL","W,5-3","CG","4","3","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.297,".355",".389",".745","2",".82","0.008","0.01","SS",0
"12015","jeterde01",2011,"2410","142 (1)","Sep 8, 2011","NYY","@","BAL","L,4-5","CG(10)","5","4","0","1","0","0","0","2","1","0","1","0","0","0","0","0","0","1",0.297,".356",".388",".744","1","1.04","0.075","1.05","SS",0
"12120","jeterde01",2011,"2411","143","Sep 9, 2011","NYY","@","LAA","L,1-2","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.296,".355",".387",".742","1",".82","-0.035","-0.46","SS",-0.001
"12217","jeterde01",2011,"2412","144","Sep 10, 2011","NYY","@","LAA","L,0-6","CG","4","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.296,".354",".388",".742","1",".50","0.033","0.28","SS",0
"12315","jeterde01",2011,"2413","145","Sep 11, 2011","NYY","@","LAA","W,6-5","CG","5","5","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.297,".355",".388",".743","1","1.19","0.164","0.75","SS",0.001
"12415","jeterde01",2011,"2414","146","Sep 12, 2011","NYY","@","SEA","W,9-3","CG","5","5","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.296,".353",".386",".739","1",".58","-0.008","0.07","SS",-0.001
"12514","jeterde01",2011,"2415","147","Sep 13, 2011","NYY","@","SEA","W,3-2","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.296,".353",".385",".737","1",".72","-0.013","-0.08","SS",0
"12614","jeterde01",2011,"2416","148","Sep 14, 2011","NYY","@","SEA","L,1-2","CG(12)","5","5","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.295,".351",".383",".734","1","1.73","-0.186","-0.99","SS",-0.001
"12714","jeterde01",2011,"2417","149","Sep 16, 2011","NYY","@","TOR","L,4-5","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.292,".349",".380",".729","1","1.14","-0.121","-0.97","SS",-0.003
"12813","jeterde01",2011,"2418","150","Sep 17, 2011","NYY","@","TOR","W,7-6","CG","5","5","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.292,".347",".378",".726","1",".87","-0.002","-0.73","SS",0
"12914","jeterde01",2011,"2419","152 (1)","Sep 19, 2011","NYY","H","MIN","W,6-4","CG","5","4","1","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0",0.295,".351",".383",".734","1",".68","0.076","1.20","SS",0.003
"13012","jeterde01",2011,"2420","153","Sep 20, 2011","NYY","H","TBR","W,5-0","CG","6","5","0","2","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.296,".353",".383",".736","1",".63","-0.038","-0.93","SS",0.001
"13119","jeterde01",2011,"2421","154","Sep 21, 2011","NYY","H","TBR","W,4-2","CG","4","3","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.298,".356",".385",".740","2","1.20","0.029","0.47","SS",0.002
"13215","jeterde01",2011,"2422","156 (1)","Sep 22, 2011","NYY","H","TBR","L,8-15","GS-5","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.297,".354",".383",".738","1",".52","-0.027","-0.42","SS",-0.001
"13313","jeterde01",2011,"2423","157","Sep 24, 2011","NYY","H","BOS","W,9-1","GS-9","4","4","1","1","0","0","1","3","0","0","1","0","0","0","0","0","0","0",0.297,".354",".388",".742","1",".48","0.081","1.67","SS",0
"13413","jeterde01",2011,"2424","158","Sep 25, 2011","NYY","H","BOS","W,6-2","CG","4","4","2","3","1","0","0","1","0","0","1","0","0","0","0","0","1","0",0.3,".356",".393",".749","2",".81","0.168","2.68","SS",0.003
"13513","jeterde01",2011,"2425","160 (1)","Sep 26, 2011","NYY","@","TBR","L,2-5","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.298,".356",".390",".746","1","1.05","-0.018","-0.06","SS",-0.002
"13613","jeterde01",2011,"2426","162 (1)","Sep 28, 2011","NYY","@","TBR","L,7-8","GS-6","4","3","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.297,".355",".388",".743","1",".72","-0.001","-0.21","SS",-0.001
"1300","jeterde01",2012,"2427","1","Apr 6, 2012","NYY","@","TBR","L,6-7","CG","5","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.25,".400",".250",".650","1","1.33","-0.032","-0.36","SS",NA
"270","jeterde01",2012,"2428","2","Apr 7, 2012","NYY","@","TBR","L,6-8","CG","5","5","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.333,".400",".333",".733","1",".92","-0.033","-0.81","DH",0.083
"3100","jeterde01",2012,"2429","3","Apr 8, 2012","NYY","@","TBR","L,0-3","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.231,".286",".231",".516","1",".72","-0.072","-0.69","SS",-0.102
"4100","jeterde01",2012,"2430","4","Apr 9, 2012","NYY","@","BAL","W,6-2","CG","5","4","1","4","1","0","0","1","0","0","0","0","1","0","0","0","0","1",0.412,".444",".471",".915","1",".92","0.138","2.29","SS",0.181
"590","jeterde01",2012,"2431","5","Apr 10, 2012","NYY","@","BAL","W,5-4","CG(12)","6","6","1","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.391,".417",".565",".982","1","2.14","-0.053","-0.03","SS",-0.021
"6100","jeterde01",2012,"2432","6","Apr 11, 2012","NYY","@","BAL","W,6-4","CG(10)","5","4","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0",0.37,".414",".556",".969","1","1.50","0.057","0.57","SS",-0.021
"790","jeterde01",2012,"2433","7","Apr 13, 2012","NYY","H","LAA","W,5-0","CG","4","4","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.355,".394",".548",".942","1",".47","-0.058","-0.65","SS",-0.015
"8100","jeterde01",2012,"2434","8","Apr 14, 2012","NYY","H","LAA","L,1-7","CG","5","5","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0",0.361,".395",".528",".923","1",".47","0.013","0.37","SS",0.00600000000000001
"9100","jeterde01",2012,"2435","9","Apr 15, 2012","NYY","H","LAA","W,11-5","CG","5","5","2","2","1","0","1","3","0","0","0","0","0","0","0","0","0","0",0.366,".395",".610","1.005","1",".62","0.129","2.45","SS",0.005
"1090","jeterde01",2012,"2436","10","Apr 16, 2012","NYY","H","MIN","L,3-7","CG","4","4","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.378,".404",".667","1.071","1",".72","0.066","0.86","SS",0.012
"11103","jeterde01",2012,"2437","11","Apr 17, 2012","NYY","H","MIN","W,8-3","CG","5","4","0","1","0","0","0","2","0","0","1","0","0","1","0","0","0","0",0.367,".385",".633","1.017","1",".87","-0.047","-0.50","DH",-0.011
"12100","jeterde01",2012,"2438","12","Apr 18, 2012","NYY","H","MIN","L,5-6","CG","5","5","2","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.389,".404",".685","1.089","1","1.36","0.090","1.13","SS",0.022
"1390","jeterde01",2012,"2439","13","Apr 19, 2012","NYY","H","MIN","W,7-6","CG","5","5","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.373,".387",".644","1.031","1",".81","0.016","-0.19","SS",-0.016
"1490","jeterde01",2012,"2440","14","Apr 20, 2012","NYY","@","BOS","W,6-2","CG","5","5","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0",0.359,".373",".609",".983","1",".48","0.043","0.16","SS",-0.014
"1580","jeterde01",2012,"2441","15","Apr 21, 2012","NYY","@","BOS","W,15-9","CG","6","4","2","3","0","0","0","1","2","0","0","0","0","0","0","0","0","0",0.382,".411",".618","1.029","1",".87","0.173","2.67","DH",0.023
"1634","jeterde01",2012,"2442","16","Apr 23, 2012","NYY","@","TEX","W,7-4","CG","5","5","2","4","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.411,".436",".644","1.080","1",".58","0.127","1.99","SS",0.029
"1719","jeterde01",2012,"2443","17","Apr 24, 2012","NYY","@","TEX","L,0-2","CG","4","4","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.416,".439",".649","1.088","1","1.18","0.052","0.57","SS",0.005
"1817","jeterde01",2012,"2444","18","Apr 25, 2012","NYY","@","TEX","L,3-7","CG","4","4","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0",0.42,".442",".642","1.084","1",".72","0.029","0.25","SS",0.004
"1916","jeterde01",2012,"2445","19","Apr 27, 2012","NYY","H","DET","W,7-6","CG","5","4","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.4,".429",".612","1.040","1","1.97","0.247","0.06","SS",-0.02
"2015","jeterde01",2012,"2446","20","Apr 28, 2012","NYY","H","DET","L,5-7","CG","4","3","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.386,".421",".591","1.012","1",".41","-0.029","-0.46","DH",-0.014
"2120","jeterde01",2012,"2447","21","Apr 29, 2012","NYY","H","DET","W,6-2","CG","5","3","1","2","0","0","0","0","2","0","1","0","0","0","0","0","0","0",0.396,".440",".593","1.033","1","1.14","0.102","1.43","SS",0.01
"2216","jeterde01",2012,"2448","22","Apr 30, 2012","NYY","H","BAL","W,2-1","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.389,".433",".579","1.012","1",".66","-0.045","-0.60","SS",-0.00700000000000001
"2412","jeterde01",2012,"2449","23","May 1, 2012","NYY","H","BAL","L,1-7","CG","5","5","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.4,".440",".590","1.030","1",".49","0.046","0.34","SS",0.011
"2515","jeterde01",2012,"2450","24","May 2, 2012","NYY","H","BAL","L,0-5","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.385,".425",".567",".992","1",".70","-0.072","-0.70","SS",-0.015
"2616","jeterde01",2012,"2451","25","May 3, 2012","NYY","@","KCR","L,3-4","CG","5","5","2","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.404,".441",".587","1.028","1","1.33","0.205","1.21","DH",0.019
"2716","jeterde01",2012,"2452","26","May 4, 2012","NYY","@","KCR","W,6-2","CG","5","5","2","2","0","0","1","2","0","0","1","0","0","0","0","0","0","0",0.404,".439",".605","1.044","1",".82","0.099","1.57","SS",0
"2814","jeterde01",2012,"2453","27","May 5, 2012","NYY","@","KCR","L,1-5","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.39,".425",".585","1.010","1","1.55","-0.161","-1.58","SS",-0.014
"2916","jeterde01",2012,"2454","28","May 6, 2012","NYY","@","KCR","W,10-4","CG","5","3","2","2","1","0","0","0","2","0","0","0","0","0","0","0","0","0",0.397,".439",".595","1.034","1",".52","0.126","1.77","SS",0.00700000000000001
"3016","jeterde01",2012,"2455","29","May 8, 2012","NYY","H","TBR","W,5-3","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.392,".434",".584","1.018","1",".78","-0.046","-0.49","SS",-0.005
"3121","jeterde01",2012,"2456","30","May 9, 2012","NYY","H","TBR","L,1-4","CG","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.388,".429",".574","1.002","1",".93","-0.040","-0.46","SS",-0.004
"3218","jeterde01",2012,"2457","31","May 10, 2012","NYY","H","TBR","W,5-3","CG","5","4","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.376,".421",".556",".977","1",".84","-0.056","-0.80","SS",-0.012
"3316","jeterde01",2012,"2458","32","May 11, 2012","NYY","H","SEA","W,6-2","CG","5","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.372,".420",".547",".967","1",".53","-0.010","0.00","SS",-0.004
"3416","jeterde01",2012,"2459","33","May 12, 2012","NYY","H","SEA","W,6-2","CG","4","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.376,".422",".546",".968","1",".26","-0.019","0.54","DH",0.004
"3516","jeterde01",2012,"2460","34","May 13, 2012","NYY","H","SEA","L,2-6","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0",0.372,".418",".538",".956","1","2.04","-0.283","-2.37","SS",-0.004
"3616","jeterde01",2012,"2461","35","May 14, 2012","NYY","@","BAL","W,8-5","CG","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0",0.367,".411",".527",".938","1","1.54","-0.266","-2.84","SS",-0.005
"3716","jeterde01",2012,"2462","36","May 15, 2012","NYY","@","BAL","L,2-5","CG","4","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.366,".413",".523",".936","1","1.13","0.081","0.60","SS",-0.001
"3816","jeterde01",2012,"2463","38 (1)","May 17, 2012","NYY","@","TOR","L,1-4","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.363,".409",".516",".925","1",".91","-0.033","-0.30","SS",-0.003
"3915","jeterde01",2012,"2464","39","May 18, 2012","NYY","H","CIN","W,4-0","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.36,".406",".509",".915","1",".68","-0.016","-0.20","SS",-0.003
"4016","jeterde01",2012,"2465","40","May 19, 2012","NYY","H","CIN","L,5-6","CG","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.355,".400",".500",".900","1","3.23","-0.197","-1.05","SS",-0.005
"4120","jeterde01",2012,"2466","41","May 20, 2012","NYY","H","CIN","L,2-5","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.347,".391",".488",".880","1","1.24","-0.167","-1.45","SS",-0.00800000000000001
"4218","jeterde01",2012,"2467","42","May 21, 2012","NYY","H","KCR","L,0-6","CG","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.343,".386",".480",".866","1",".82","-0.003","-0.56","SS",-0.00399999999999995
"4316","jeterde01",2012,"2468","43","May 22, 2012","NYY","H","KCR","W,3-2","CG","4","4","0","1","0","0","0","1","0","0","2","0","0","0","0","1","0","0",0.341,".383",".475",".858","1","1.46","0.011","0.05","SS",-0.002
"4416","jeterde01",2012,"2469","44","May 23, 2012","NYY","H","KCR","W,8-3","CG","5","5","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.348,".389",".484",".873","1",".39","0.049","1.59","SS",0.00699999999999995
"4516","jeterde01",2012,"2470","45","May 25, 2012","NYY","@","OAK","W,6-3","CG","5","5","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.339,".379",".471",".850","1",".57","-0.080","-1.34","SS",-0.00899999999999995
"4616","jeterde01",2012,"2471","46","May 26, 2012","NYY","@","OAK","W,9-2","CG","5","4","1","2","0","0","0","2","0","0","0","1","0","0","0","0","0","0",0.342,".385",".472",".856","1",".91","0.110","1.74","SS",0.003
"4716","jeterde01",2012,"2472","47","May 27, 2012","NYY","@","OAK","W,2-0","CG","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.338,".380",".465",".845","1",".66","-0.027","-0.31","SS",-0.004
"4815","jeterde01",2012,"2473","48","May 28, 2012","NYY","@","LAA","L,8-9","CG","6","5","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0",0.335,".379",".458",".837","1","2.12","-0.142","-0.40","SS",-0.003
"4915","jeterde01",2012,"2474","49","May 29, 2012","NYY","@","LAA","L,1-5","CG","5","4","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.338,".384",".459",".843","1",".88","0.030","0.36","SS",0.003
"5013","jeterde01",2012,"2475","50","May 30, 2012","NYY","@","LAA","W,6-5","CG","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.336,".382",".455",".837","1","1.12","0.086","0.63","SS",-0.002
"5214","jeterde01",2012,"2476","51","Jun 1, 2012","NYY","@","DET","W,9-4","CG","5","4","1","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0",0.34,".386",".456",".842","1",".98","0.134","1.20","SS",0.004
"5315","jeterde01",2012,"2477","52","Jun 2, 2012","NYY","@","DET","L,3-4","CG","5","3","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0",0.335,".384",".450",".834","1","2.16","-0.013","-0.51","SS",-0.005
"5416","jeterde01",2012,"2478","53","Jun 3, 2012","NYY","@","DET","W,5-1","CG","5","5","1","2","0","0","1","1","0","0","1","0","0","0","0","1","0","0",0.336,".384",".462",".846","1",".68","0.015","-0.24","SS",0.001
"5516","jeterde01",2012,"2479","54","Jun 5, 2012","NYY","H","TBR","W,7-0","CG","5","5","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0",0.329,".377",".452",".828","1",".36","-0.057","-1.12","SS",-0.00700000000000001
"5615","jeterde01",2012,"2480","55","Jun 6, 2012","NYY","H","TBR","W,4-1","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.323,".371",".444",".814","1",".43","-0.044","-0.88","SS",-0.00600000000000001
"5715","jeterde01",2012,"2481","56","Jun 7, 2012","NYY","H","TBR","L,3-7","CG","5","3","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0",0.319,".371",".438",".809","1",".87","0.022","0.08","SS",-0.004
"5816","jeterde01",2012,"2482","57","Jun 8, 2012","NYY","H","NYM","W,9-1","GS-8","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.314,".365",".431",".796","1",".67","-0.074","-2.61","SS",-0.005
"5916","jeterde01",2012,"2483","58","Jun 9, 2012","NYY","H","NYM","W,4-2","CG","4","3","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.314,".367",".430",".797","1",".85","0.072","0.80","SS",0
"6016","jeterde01",2012,"2484","59","Jun 10, 2012","NYY","H","NYM","W,5-4","CG","4","4","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.317,".369",".431",".800","1","1.50","0.117","-0.03","DH",0.003
"6121","jeterde01",2012,"2485","60","Jun 11, 2012","NYY","@","ATL","W,3-0","CG","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.315,".366",".426",".793","1",".47","-0.042","-0.51","SS",-0.002
"6218","jeterde01",2012,"2486","61","Jun 12, 2012","NYY","@","ATL","W,6-4","CG","5","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.316,".367",".426",".793","1",".63","0.000","-0.04","SS",0.001
"6316","jeterde01",2012,"2487","62","Jun 13, 2012","NYY","@","ATL","W,3-2","CG","4","4","2","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.319,".369",".431",".800","1","1.08","0.073","0.49","SS",0.003
"6416","jeterde01",2012,"2488","63","Jun 15, 2012","NYY","@","WSN","W,7-2","CG","5","5","2","2","1","0","0","1","0","0","1","0","0","0","0","1","0","0",0.321,".369",".434",".803","1",".99","0.142","1.10","SS",0.002
"6514","jeterde01",2012,"2489","64","Jun 16, 2012","NYY","@","WSN","W,5-3","CG(14)","7","7","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.316,".364",".426",".790","1","1.81","-0.122","-0.88","SS",-0.005
"6616","jeterde01",2012,"2490","65","Jun 17, 2012","NYY","@","WSN","W,4-1","CG","5","5","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.314,".361",".422",".784","1","1.05","-0.124","-1.20","SS",-0.002
"6715","jeterde01",2012,"2491","66","Jun 18, 2012","NYY","H","ATL","W,6-2","CG","4","4","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0",0.317,".363",".423",".787","1","1.76","0.258","2.15","SS",0.003
"6816","jeterde01",2012,"2492","67","Jun 19, 2012","NYY","H","ATL","L,3-4","CG","5","3","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0",0.313,".364",".419",".783","1","1.70","-0.087","-0.16","SS",-0.004
"6916","jeterde01",2012,"2493","68","Jun 20, 2012","NYY","H","ATL","L,5-10","CG","5","4","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0",0.313,".364",".427",".791","1",".99","0.102","0.68","DH",0
"7016","jeterde01",2012,"2494","69","Jun 22, 2012","NYY","@","NYM","L,4-6","CG","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.311,".362",".423",".785","1","1.06","-0.010","-0.82","SS",-0.002
"7120","jeterde01",2012,"2495","70","Jun 23, 2012","NYY","@","NYM","W,4-3","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0",0.31,".360",".421",".781","1",".87","-0.004","0.08","SS",-0.001
"7218","jeterde01",2012,"2496","71","Jun 24, 2012","NYY","@","NYM","W,6-5","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.305,".355",".414",".769","1",".81","-0.100","-0.88","SS",-0.005
"7315","jeterde01",2012,"2497","72","Jun 25, 2012","NYY","H","CLE","W,7-1","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.304,".353",".412",".765","1",".32","-0.032","-0.50","SS",-0.001
"7415","jeterde01",2012,"2498","73","Jun 26, 2012","NYY","H","CLE","W,6-4","CG","5","5","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.305,".354",".412",".766","1",".57","-0.011","-0.07","SS",0.001
"7515","jeterde01",2012,"2499","75 (1)","Jun 28, 2012","NYY","H","CHW","L,3-4","CG","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",0.304,".352",".408",".760","1","1.38","-0.179","-0.92","SS",-0.001
"7616","jeterde01",2012,"2500","76","Jun 29, 2012","NYY","H","CHW","L,7-14","CG","5","4","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0",0.303,".353",".409",".762","1","1.00","-0.033","-0.10","SS",-0.001
"7714","jeterde01",2012,"2501","77","Jun 30, 2012","NYY","H","CHW","W,4-0","CG","4","3","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",0.3,".351",".406",".757","1",".52","-0.038","-0.52","SS",-0.003
"7916","jeterde01",2012,"2502","78","Jul 1, 2012","NYY","H","CHW","W,4-2","CG","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.299,".349",".402",".752","1",".57","0.000","-0.33","SS",-0.001
"8014","jeterde01",2012,"2503","79","Jul 2, 2012","NYY","@","TBR","L,3-4","CG","4","4","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.298,".348",".404",".752","1","1.11","0.009","0.01","DH",-0.001
"8120","jeterde01",2012,"2504","80","Jul 3, 2012","NYY","@","TBR","L,4-7","CG","4","3","1","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0",0.301,".351",".409",".760","1","1.08","0.047","0.32","SS",0.003
"8218","jeterde01",2012,"2505","81","Jul 4, 2012","NYY","@","TBR","W,4-3","CG","5","5","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.303,".351",".412",".763","1","1.13","-0.055","-0.27","SS",0.002
"8316","jeterde01",2012,"2506","82","Jul 6, 2012","NYY","@","BOS","W,10-8","CG","5","5","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.304,".352",".412",".764","1","1.00","-0.056","-0.37","SS",0.001
"8415","jeterde01",2012,"2507","83","Jul 7, 2012","NYY","@","BOS","W,6-1","CG","5","5","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.309,".355",".414",".770","1",".29","0.034","0.95","DH",0.005
"8516","jeterde01",2012,"2508","84","Jul 7, 2012","NYY","@","BOS","L,5-9","CG","5","5","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0",0.304,".351",".408",".759","1",".81","-0.029","-0.31","SS",-0.005
"8616","jeterde01",2012,"2509","85","Jul 8, 2012","NYY","@","BOS","W,7-3","CG","5","5","1","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.308,".354",".411",".765","1",".51","0.052","0.63","SS",0.004
"8716","jeterde01",2012,"2510","86","Jul 13, 2012","NYY","H","LAA","W,6-5","CG","4","4","2","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.31,".355",".415",".770","1",".79","0.062","0.54","SS",0.002
"8815","jeterde01",2012,"2511","87","Jul 14, 2012","NYY","H","LAA","W,5-3","CG","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.31,".354",".413",".767","1",".78","-0.031","-0.47","SS",0
