"","X","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"856",1218,"hamiljo03",2013,"854","124","Aug 19, 2013","LAA","H","CLE","L,2-5","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.228,".282",".421",".704","3",".57",-0.063,-0.83,"LF",-0.002
"857",1224,"hamiljo03",2013,"855","125","Aug 20, 2013","LAA","H","CLE","L,1-4","CG(14)","7","5","0","1","0","0","0","0","2","0","2","0","0","0","1","0","0","0",0.228,".284",".419",".703","3","1.55",-0.056,-0.31,"DH",0
"858",1234,"hamiljo03",2013,"856","126","Aug 21, 2013","LAA","H","CLE","L,1-3","CG","4","3","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.229,".286",".418",".704","3","1.92",-0.092,-0.35,"DH",0.001
"859",1244,"hamiljo03",2013,"857","127","Aug 23, 2013","LAA","@","SEA","W,2-0","CG","4","4","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.231,".288",".421",".709","4",".56",0.069,0.62,"LF",0.002
"860",1254,"hamiljo03",2013,"858","128","Aug 24, 2013","LAA","@","SEA","W,5-1","CG","5","5","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.233,".289",".421",".710","4",".48",0.002,-0.42,"LF",0.002
"861",1264,"hamiljo03",2013,"859","129","Aug 25, 2013","LAA","@","SEA","W,7-1","CG","5","4","1","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0",0.235,".292",".424",".715","4",".40",0.013,0.44,"DH",0.00199999999999997
"862",1273,"hamiljo03",2013,"860","130","Aug 27, 2013","LAA","@","TBR","W,6-5","GS-9","5","3","0","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0",0.236,".295",".423",".718","4","1.06",0.021,0.3,"RF",0.001
"863",1283,"hamiljo03",2013,"861","131","Aug 28, 2013","LAA","@","TBR","L,1-4","CG","4","4","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.236,".294",".422",".716","4",".82",-0.011,0.01,"DH",0
"864",1293,"hamiljo03",2013,"862","132","Aug 29, 2013","LAA","@","TBR","W,2-0","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.234,".294",".419",".713","4",".94",-0.072,-0.45,"DH",-0.00199999999999997
"865",1303,"hamiljo03",2013,"863","134 (1)","Aug 31, 2013","LAA","@","MIL","W,6-5","9-9","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.236,".295",".422",".718","9","1.36",0.075,0.21,"PH",0.00199999999999997
"866",1323,"hamiljo03",2013,"864","135","Sep 1, 2013","LAA","@","MIL","W,5-3","7-7","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",0.236,".297",".422",".719","9","2.82",0.03,0.17,"PH",0
"867",1333,"hamiljo03",2013,"865","136","Sep 2, 2013","LAA","H","TBR","W,11-2","CG","5","5","0","1","1","0","0","1","0","0","3","0","0","0","0","0","0","0",0.236,".296",".422",".718","4",".74",0.054,-0.34,"DH",0
"868",1343,"hamiljo03",2013,"866","138 (1)","Sep 4, 2013","LAA","H","TBR","L,1-3","CG","4","3","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.236,".297",".422",".719","4","1.49",-0.04,-0.22,"DH",0
"869",1353,"hamiljo03",2013,"867","139","Sep 5, 2013","LAA","H","TBR","W,6-2","CG","4","4","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.238,".299",".422",".721","5",".57",0.116,0.78,"DH",0.002
"870",1363,"hamiljo03",2013,"868","140","Sep 6, 2013","LAA","H","TEX","W,6-5","CG","4","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.238,".298",".421",".719","4","1.14",-0.016,-0.6,"DH",0
"871",1373,"hamiljo03",2013,"869","141","Sep 7, 2013","LAA","H","TEX","W,8-3","CG","4","3","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.239,".300",".420",".720","5",".39",0.004,-0.24,"DH",0.001
"872",1383,"hamiljo03",2013,"870","142","Sep 8, 2013","LAA","H","TEX","L,3-4","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.237,".298",".417",".715","4","1.43",-0.181,-1.6,"DH",-0.002
"873",1392,"hamiljo03",2013,"871","143","Sep 9, 2013","LAA","@","MIN","L,3-6","CG","4","4","0","2","2","0","0","1","0","0","2","0","0","0","0","0","0","0",0.239,".299",".422",".721","5","1.55",0.144,1.14,"DH",0.002
"874",1402,"hamiljo03",2013,"872","144","Sep 10, 2013","LAA","@","TOR","W,12-6","CG","5","5","2","3","0","0","1","4","0","0","0","0","0","0","0","0","0","0",0.243,".302",".429",".731","5",".71",0.282,2.59,"LF",0.004
"875",1417,"hamiljo03",2013,"873","145","Sep 11, 2013","LAA","@","TOR","W,5-4","CG","4","3","1","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0",0.247,".307",".434",".741","4","1.58",0.353,2.49,"DH",0.004
"876",1422,"hamiljo03",2013,"874","146","Sep 12, 2013","LAA","@","TOR","W,4-3","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.245,".304",".431",".736","5",".96",-0.104,-0.97,"LF",-0.002
"877",1432,"hamiljo03",2013,"875","147","Sep 13, 2013","LAA","@","HOU","L,7-9","CG","5","5","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.245,".304",".429",".732","5",".99",-0.108,-0.98,"DH",0
"878",1442,"hamiljo03",2013,"876","149 (1)","Sep 15, 2013","LAA","@","HOU","W,2-1","CG","4","4","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0",0.245,".303",".431",".734","4",".83",0.052,0.49,"CF",0
"879",1452,"hamiljo03",2013,"877","150","Sep 16, 2013","LAA","@","OAK","W,12-1","GS-8","4","4","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0",0.245,".303",".430",".733","4",".65",0.128,0.86,"DH",0
"880",1462,"hamiljo03",2013,"878","151","Sep 17, 2013","LAA","@","OAK","L,1-2","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.245,".303",".429",".731","4","2.15",-0.2,-1.31,"LF",0
"881",1472,"hamiljo03",2013,"879","152","Sep 18, 2013","LAA","@","OAK","W,5-4","CG(11)","5","4","1","1","0","0","1","3","0","0","1","0","0","1","0","0","0","0",0.245,".302",".433",".734","4","1.96",0.445,1.31,"DH",0
"882",1482,"hamiljo03",2013,"880","153","Sep 20, 2013","LAA","H","SEA","W,3-2","CG(11)","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0",0.245,".301",".431",".731","4","2.12",-0.371,-1.99,"DH",0
"883",1492,"hamiljo03",2013,"881","155 (1)","Sep 22, 2013","LAA","H","SEA","L,2-3","CG","5","4","0","1","0","0","0","0","1","0","3","0","0","0","0","0","0","0",0.245,".302",".429",".731","4","1.82",0.066,-0.19,"DH",0
"884",1502,"hamiljo03",2013,"882","156","Sep 23, 2013","LAA","H","OAK","L,5-10","CG","4","4","1","2","0","1","0","0","0","0","2","0","0","0","0","0","0","0",0.246,".303",".433",".736","5",".75",0.031,0.4,"DH",0.001
"885",1517,"hamiljo03",2013,"883","157","Sep 24, 2013","LAA","H","OAK","W,3-0","CG","4","4","0","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0",0.246,".303",".432",".735","4",".90",0.131,1.13,"CF",0
"886",1522,"hamiljo03",2013,"884","158","Sep 25, 2013","LAA","H","OAK","W,3-1","CG","4","4","0","2","0","0","0","2","0","0","1","0","0","0","0","0","1","0",0.248,".304",".433",".736","4",".96",0.1,0.96,"DH",0.002
"887",1532,"hamiljo03",2013,"885","159","Sep 26, 2013","LAA","@","TEX","L,5-6","CG","5","3","0","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0",0.249,".306",".432",".738","4","1.60",0.17,0.73,"DH",0.001
"888",1541,"hamiljo03",2013,"886","160","Sep 27, 2013","LAA","@","TEX","L,3-5","CG","4","4","0","1","0","0","0","2","0","0","2","0","0","0","0","1","0","0",0.249,".306",".431",".737","4","1.95",0.063,0.3,"CF",0
"889",1551,"hamiljo03",2013,"887","161","Sep 28, 2013","LAA","@","TEX","L,4-7","9-GF","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.25,".307",".434",".741","2",".14",0.009,0.22,"PH",0.001
"890",1561,"hamiljo03",2013,"888","162","Sep 29, 2013","LAA","@","TEX","L,2-6","CG","4","4","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.25,".307",".432",".739","4","1.03",0.137,0.56,"LF",0
"891",177,"hamiljo03",2014,"889","1","Mar 31, 2014","LAA","H","SEA","L,3-10","CG","4","3","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0",0.333,".500",".333",".833","4","1.18",0,0.48,"LF",NA
"892",220,"hamiljo03",2014,"890","2","Apr 1, 2014","LAA","H","SEA","L,3-8","CG","4","3","1","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0",0.5,".625",".667","1.292","4",".67",0.1,1.1,"LF",0.167
"893",327,"hamiljo03",2014,"891","3","Apr 2, 2014","LAA","H","SEA","L,2-8","CG","4","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0",0.3,".417",".400",".817","5",".95",-0.086,-0.89,"LF",-0.2
"894",427,"hamiljo03",2014,"892","4","Apr 4, 2014","LAA","@","HOU","W,11-1","GS-7","4","3","2","3","0","0","1","3","1","0","0","0","0","0","0","0","0","0",0.462,".563",".769","1.332","4",".45",0.11,3.38,"LF",0.162
"895",527,"hamiljo03",2014,"893","5","Apr 5, 2014","LAA","@","HOU","W,5-1","CG","5","5","1","3","0","0","1","2","0","0","1","0","0","0","1","0","0","0",0.5,".571",".889","1.460","5",".97",0.22,2.49,"LF",0.038
"896",627,"hamiljo03",2014,"894","6","Apr 6, 2014","LAA","@","HOU","L,4-7","CG","4","4","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.5,".560",".864","1.424","4",".39",-0.008,0.9,"LF",0
"897",727,"hamiljo03",2014,"895","7","Apr 7, 2014","LAA","@","HOU","W,9-1","CG","5","2","2","1","0","0","0","1","3","1","0","0","0","0","1","0","0","0",0.5,".600",".833","1.433","4",".56",0.085,2.08,"DH",0
"898",827,"hamiljo03",2014,"896","8","Apr 8, 2014","LAA","@","SEA","L,3-5","GS-9","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.444,".545",".741","1.286","5",".96",-0.07,-0.49,"LF",-0.056
"899",1019,"hamiljo03",2014,"897","57 (48)","Jun 3, 2014","LAA","@","HOU","L,2-7","CG","4","3","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0",0.433,".541",".800","1.341","4",".62",0.013,1.07,"LF",-0.011
"900",1120,"hamiljo03",2014,"898","58","Jun 4, 2014","LAA","@","HOU","W,4-0","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.382,".488",".706","1.194","4","1.05",-0.085,-0.96,"CF LF",-0.051
"901",1219,"hamiljo03",2014,"899","59","Jun 5, 2014","LAA","@","HOU","L,5-8","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.342,".444",".632","1.076","4","1.23",-0.125,-0.82,"CF",-0.04
"902",1318,"hamiljo03",2014,"900","60","Jun 6, 2014","LAA","H","CHW","W,8-4","CG","4","4","1","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.357,".449",".643","1.092","4",".43",0.11,0.89,"LF",0.015
"903",1418,"hamiljo03",2014,"901","61","Jun 7, 2014","LAA","H","CHW","W,6-5","CG","4","4","1","3","0","0","0","0","0","0","1","0","0","0","0","0","1","0",0.391,".472",".652","1.124","5",".73",0.058,0.63,"LF",0.034
"904",1518,"hamiljo03",2014,"902","62","Jun 8, 2014","LAA","H","CHW","W,4-2","CG","4","4","0","2","1","0","0","3","0","0","1","0","0","0","0","0","0","0",0.4,".474",".660","1.134","5","1.83",0.179,1.49,"LF",0.00900000000000001
"905",1612,"hamiljo03",2014,"903","63","Jun 9, 2014","LAA","H","OAK","W,4-1","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.389,".459",".630","1.089","4",".90",-0.038,-0.74,"LF",-0.011
"906",178,"hamiljo03",2014,"904","64","Jun 10, 2014","LAA","H","OAK","W,2-1","CG(14)","6","5","0","2","0","0","0","1","1","1","1","0","0","0","0","0","1","0",0.39,".463",".610","1.073","4","2.09",-0.193,-0.85,"LF",0.001
"907",187,"hamiljo03",2014,"905","65","Jun 11, 2014","LAA","H","OAK","L,1-7","CG","4","4","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.381,".451",".603","1.054","4","1.40",0.056,0.25,"LF",-0.00900000000000001
"908",196,"hamiljo03",2014,"906","66","Jun 13, 2014","LAA","@","ATL","L,3-4","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.364,".440",".576","1.016","4","1.44",0.014,-0.37,"LF",-0.017
"909",207,"hamiljo03",2014,"907","67","Jun 14, 2014","LAA","@","ATL","W,11-6","CG(13)","7","7","0","1","0","0","0","1","0","0","2","0","0","0","0","1","0","0",0.342,".415",".534",".949","4","1.00",0.115,-0.5,"LF",-0.022
"910",2110,"hamiljo03",2014,"908","68","Jun 15, 2014","LAA","@","ATL","L,3-7","CG","5","4","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.351,".425",".532",".958","4","1.09",-0.011,-0.04,"LF",0.00899999999999995
"911",227,"hamiljo03",2014,"909","69","Jun 16, 2014","LAA","@","CLE","L,3-4","CG","5","5","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.329,".402",".500",".902","4","1.32",-0.168,-1.07,"LF",-0.022
"912",235,"hamiljo03",2014,"910","70","Jun 17, 2014","LAA","@","CLE","W,9-3","CG","5","5","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.333,".402",".506",".908","4",".49",-0.047,-0.3,"DH",0.004
"913",247,"hamiljo03",2014,"911","71","Jun 19, 2014","LAA","@","CLE","L,3-5","CG(10)","5","4","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.319,".392",".484",".876","4","1.33",-0.104,-0.61,"LF",-0.014
"914",257,"hamiljo03",2014,"912","72","Jun 20, 2014","LAA","H","TEX","W,7-3","CG","4","3","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0",0.33,".406",".489",".895","4",".58",0.098,1.4,"LF",0.011
"915",267,"hamiljo03",2014,"913","73","Jun 21, 2014","LAA","H","TEX","W,3-2","CG(10)","4","3","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.33,".409",".485",".894","4","1.34",0.037,0.06,"LF",0
"916",276,"hamiljo03",2014,"914","74","Jun 22, 2014","LAA","H","TEX","W,5-2","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.317,".395",".465",".860","4",".63",-0.068,-1.02,"LF",-0.013
"917",287,"hamiljo03",2014,"915","75","Jun 24, 2014","LAA","H","MIN","W,8-6","CG","4","4","1","2","0","0","0","2","0","0","2","0","0","0","0","0","0","0",0.324,".398",".467",".865","4","1.00",0.065,0.84,"LF",0.00700000000000001
"918",296,"hamiljo03",2014,"916","76","Jun 25, 2014","LAA","H","MIN","W,6-2","CG","4","4","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.321,".393",".468",".861","4",".52",0.038,0.28,"LF",-0.003
"919",307,"hamiljo03",2014,"917","77","Jun 26, 2014","LAA","H","MIN","W,6-4","CG","4","3","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0",0.321,".397",".464",".861","4",".49",0.002,-0.9,"LF",0
"920",3111,"hamiljo03",2014,"918","78","Jun 27, 2014","LAA","@","KCR","L,6-8","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.319,".392",".457",".849","4",".95",-0.068,-0.41,"LF",-0.002
"921",328,"hamiljo03",2014,"919","79","Jun 28, 2014","LAA","@","KCR","W,6-2","CG","5","5","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.306,".378",".438",".816","4",".73",-0.103,-1.34,"LF",-0.013
"922",337,"hamiljo03",2014,"920","80","Jun 29, 2014","LAA","@","KCR","L,4-5","CG","4","3","0","1","1","0","0","1","1","0","2","0","0","0","0","0","0","0",0.306,".381",".444",".825","4","1.26",0.101,0.9,"LF",0
"923",357,"hamiljo03",2014,"921","81","Jul 1, 2014","LAA","@","CHW","W,8-4","CG","5","4","1","2","0","0","1","1","1","0","2","0","0","0","0","0","0","0",0.313,".389",".469",".858","4",".54",0.089,1.67,"DH",0.00700000000000001
"924",367,"hamiljo03",2014,"922","82","Jul 1, 2014","LAA","@","CHW","W,7-5","CG","5","2","1","1","0","0","0","0","2","2","1","1","0","0","0","0","0","0",0.315,".403",".469",".872","4",".89",0.074,1.06,"LF",0.002
"925",376,"hamiljo03",2014,"923","83","Jul 2, 2014","LAA","@","CHW","L,2-3","CG","4","4","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.313,".399",".485",".884","4","1.05",0.191,0.34,"LF",-0.002
"926",387,"hamiljo03",2014,"924","84","Jul 3, 2014","LAA","H","HOU","W,5-2","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.304,".389",".471",".860","4",".86",-0.079,-0.96,"LF",-0.00900000000000001
"927",396,"hamiljo03",2014,"925","85","Jul 4, 2014","LAA","H","HOU","W,7-6","CG","4","4","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.31,".391",".472",".863","4","1.65",-0.014,0.27,"LF",0.00600000000000001
"928",407,"hamiljo03",2014,"926","86","Jul 5, 2014","LAA","H","HOU","W,11-5","CG","5","4","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.301,".386",".459",".844","4",".54",-0.038,-0.83,"LF",-0.00900000000000001
"929",4111,"hamiljo03",2014,"927","87","Jul 6, 2014","LAA","H","HOU","W,6-1","CG","4","3","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.295,".382",".450",".832","4",".60",0.012,0.7,"LF",-0.00600000000000001
"930",428,"hamiljo03",2014,"928","88","Jul 7, 2014","LAA","H","TOR","W,5-2","CG","4","2","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0",0.291,".379",".444",".823","4","1.26",-0.064,-0.57,"LF",-0.004
"931",437,"hamiljo03",2014,"929","89","Jul 8, 2014","LAA","H","TOR","L,0-4","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.284,".371",".432",".803","4",".62",-0.06,-0.64,"CF",-0.00700000000000001
"932",447,"hamiljo03",2014,"930","90","Jul 9, 2014","LAA","H","TOR","W,8-7","CG","4","4","0","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0",0.283,".368",".428",".796","4",".86",0.004,-0.04,"LF",-0.001
"933",457,"hamiljo03",2014,"931","91","Jul 10, 2014","LAA","@","TEX","W,15-6","CG","5","5","2","3","3","0","0","2","0","0","1","0","0","0","0","0","0","0",0.293,".374",".451",".826","4",".44",0.152,3.55,"LF",0.01
"934",467,"hamiljo03",2014,"932","92","Jul 11, 2014","LAA","@","TEX","W,3-0","CG","4","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.292,".372",".446",".818","4",".93",0.043,0.31,"LF",-0.001
"935",476,"hamiljo03",2014,"933","93","Jul 12, 2014","LAA","@","TEX","W,5-2","CG","5","4","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.291,".372",".442",".814","4","1.14",0.026,0.06,"DH",-0.001
"936",487,"hamiljo03",2014,"934","94","Jul 13, 2014","LAA","@","TEX","W,10-7","CG","5","4","1","2","1","0","0","1","0","0","0","0","0","1","0","0","0","0",0.295,".373",".449",".822","4",".79",0.018,-0.05,"LF",0.004
"937",496,"hamiljo03",2014,"935","95","Jul 18, 2014","LAA","H","SEA","W,3-2","CG(16)","7","6","0","0","0","0","0","0","1","1","3","0","0","0","0","0","0","0",0.286,".365",".434",".799","4","1.87",-0.218,-1.07,"LF",-0.00900000000000001
"938",506,"hamiljo03",2014,"936","96","Jul 19, 2014","LAA","H","SEA","L,2-3","CG(12)","5","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1",0.285,".366",".430",".796","4","2.17",-0.034,-0.28,"DH",-0.001
"939",5111,"hamiljo03",2014,"937","97","Jul 20, 2014","LAA","H","SEA","W,6-5","CG","5","5","1","3","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.293,".372",".440",".811","4","1.93",0.202,1.83,"LF",0.00800000000000001
"940",528,"hamiljo03",2014,"938","98","Jul 21, 2014","LAA","H","BAL","L,2-4","CG","4","4","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.297,".374",".441",".815","4","1.19",0.088,0.94,"DH",0.004
"941",537,"hamiljo03",2014,"939","99","Jul 22, 2014","LAA","H","BAL","L,2-4","CG","4","3","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.293,".372",".434",".806","4","1.02",-0.03,-0.15,"DH",-0.004
"942",547,"hamiljo03",2014,"940","100","Jul 23, 2014","LAA","H","BAL","W,3-2","CG","4","4","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",0.292,".370",".431",".800","4","1.89",0.013,-0.16,"LF",-0.001
"943",557,"hamiljo03",2014,"941","101","Jul 24, 2014","LAA","H","DET","L,4-6","CG","4","3","0","1","0","0","0","1","0","0","2","0","0","1","0","0","0","0",0.293,".368",".429",".797","4","1.61",-0.094,-0.67,"LF",0.001
"944",566,"hamiljo03",2014,"942","102","Jul 25, 2014","LAA","H","DET","W,2-1","GS-4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.291,".366",".427",".793","4",".92",-0.023,-0.21,"LF",-0.002
"945",577,"hamiljo03",2014,"943","104 (1)","Jul 27, 2014","LAA","H","DET","W,2-1","CG","3","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.287,".361",".421",".782","4","1.29",-0.095,-0.63,"LF",-0.004
"946",585,"hamiljo03",2014,"944","105","Jul 29, 2014","LAA","@","BAL","L,6-7","CG(12)","6","6","1","3","1","0","1","3","0","0","0","0","0","0","0","0","0","0",0.293,".365",".442",".807","4","1.80",0.313,1.92,"DH",0.00600000000000001
"947",597,"hamiljo03",2014,"945","106","Jul 30, 2014","LAA","@","BAL","L,3-4","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1",0.292,".363",".438",".801","4","1.19",-0.083,-0.56,"LF",-0.001
"948",607,"hamiljo03",2014,"946","107","Jul 31, 2014","LAA","@","BAL","W,1-0","CG(13)","6","6","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.284,".354",".427",".781","4","1.28",-0.2,-1.59,"LF",-0.00800000000000001
"949",628,"hamiljo03",2014,"947","108","Aug 1, 2014","LAA","@","TBR","W,5-3","CG","4","3","1","2","0","0","1","1","0","0","0","1","0","0","0","0","0","0",0.289,".360",".443",".803","4",".56",0.087,1.09,"DH",0.005
