"","X","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"113",231,"hamiljo03",2008,"113","23","Apr 24, 2008","TEX","@","DET","L,2-8","CG","5","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.293,".355",".522",".877","3",".96",-0.109,-1.42,"RF",-0.017
"114",241,"hamiljo03",2008,"114","24","Apr 25, 2008","TEX","H","MIN","W,6-5","CG(10)","5","5","1","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0",0.299,".357",".526",".883","3","1.23",0.069,0.82,"CF",0.00600000000000001
"115",251,"hamiljo03",2008,"115","25","Apr 26, 2008","TEX","H","MIN","L,6-12","CG","5","4","1","3","1","0","0","2","1","0","0","0","0","0","0","0","0","0",0.317,".376",".545",".921","3","1.37",0.169,2.11,"CF",0.018
"116",261,"hamiljo03",2008,"116","26","Apr 27, 2008","TEX","H","MIN","W,10-0","CG","5","4","2","3","0","0","1","2","0","0","0","0","0","1","0","0","0","0",0.333,".385",".581",".966","3",".35",0.038,1.35,"RF",0.016
"117",271,"hamiljo03",2008,"117","27","Apr 29, 2008","TEX","H","KCR","L,5-9","CG","5","5","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.336,".386",".582",".968","3","1.08",0.013,0.44,"RF",0.003
"118",281,"hamiljo03",2008,"118","28","Apr 30, 2008","TEX","H","KCR","W,11-9","CG","5","5","1","1","0","0","1","4","0","0","0","0","0","0","1","0","0","0",0.33,".379",".591",".970","3",".56",0.101,2.73,"DH",-0.00600000000000001
"119",301,"hamiljo03",2008,"119","29","May 1, 2008","TEX","H","KCR","W,2-1","CG","3","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.322,".370",".576",".947","4",".75",-0.048,-0.51,"CF",-0.00800000000000001
"120",311,"hamiljo03",2008,"120","30","May 2, 2008","TEX","@","OAK","W,4-3","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.311,".360",".557",".917","3",".71",-0.072,-0.74,"CF",-0.011
"121",321,"hamiljo03",2008,"121","31","May 3, 2008","TEX","@","OAK","W,6-3","CG","4","4","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.31,".357",".548",".904","3",".58",-0.014,0.21,"CF",-0.001
"122",331,"hamiljo03",2008,"122","32","May 4, 2008","TEX","@","OAK","L,1-3","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.3,".347",".531",".878","3","1.04",-0.109,-1,"CF",-0.01
"123",341,"hamiljo03",2008,"123","34 (1)","May 6, 2008","TEX","@","SEA","W,10-1","CG","5","4","1","1","0","0","1","3","1","0","1","0","0","0","0","0","0","0",0.299,".349",".545",".893","3",".47",0.092,2.93,"CF",-0.001
"124",351,"hamiljo03",2008,"124","35","May 7, 2008","TEX","@","SEA","W,2-0","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.292,".346",".533",".879","3",".73",-0.054,-0.64,"CF",-0.00700000000000001
"125",361,"hamiljo03",2008,"125","36","May 8, 2008","TEX","@","SEA","W,5-0","CG","5","4","1","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0",0.284,".342",".518",".859","3",".53",-0.005,-1.09,"CF",-0.00800000000000001
"126",371,"hamiljo03",2008,"126","37","May 9, 2008","TEX","H","OAK","W,4-0","CG","4","4","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.29,".345",".524",".870","3",".51",0.037,0.72,"CF",0.00600000000000001
"127",381,"hamiljo03",2008,"127","38","May 10, 2008","TEX","H","OAK","W,6-4","CG","5","5","1","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.3,".353",".533",".886","3",".80",0.104,0.54,"CF",0.01
"128",39,"hamiljo03",2008,"128","39","May 11, 2008","TEX","H","OAK","L,6-12","CG","5","5","1","2","1","1","0","1","0","0","1","0","0","0","0","0","0","0",0.303,".354",".548",".903","3",".97",0.067,0.59,"RF",0.003
"129",401,"hamiljo03",2008,"129","40","May 12, 2008","TEX","H","SEA","W,13-12","CG(10)","6","5","1","2","0","0","1","4","1","0","0","0","0","0","0","0","0","0",0.306,".359",".563",".922","3","1.30",0.132,2.43,"CF",0.003
"130",411,"hamiljo03",2008,"130","41","May 13, 2008","TEX","H","SEA","W,5-2","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.301,".357",".552",".909","4",".87",-0.047,-0.49,"CF",-0.005
"131",421,"hamiljo03",2008,"131","42","May 14, 2008","TEX","H","SEA","L,3-4","CG(12)","5","4","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",0.293,".347",".539",".886","4","1.92",-0.066,-0.93,"CF",-0.00800000000000001
"132",431,"hamiljo03",2008,"132","43","May 16, 2008","TEX","H","HOU","W,16-8","CG","6","5","4","5","0","1","2","5","1","0","0","0","0","0","0","0","0","0",0.314,".367",".599",".966","3",".83",0.388,5.33,"CF",0.021
"133",441,"hamiljo03",2008,"133","44","May 17, 2008","TEX","H","HOU","W,6-2","GS-5","3","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.32,".372",".600",".972","3",".45",0.017,0.15,"RF",0.00600000000000001
"134",451,"hamiljo03",2008,"134","45","May 18, 2008","TEX","H","HOU","L,4-5","8-GF","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.318,".370",".597",".967","9","1.21",-0.031,-0.17,"PH RF",-0.002
"135",461,"hamiljo03",2008,"135","46","May 19, 2008","TEX","@","MIN","L,6-7","CG(12)","6","6","1","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.319,".369",".604",".973","3","1.66",0.005,0.43,"CF",0.001
"136",471,"hamiljo03",2008,"136","47","May 20, 2008","TEX","@","MIN","L,4-11","CG","5","5","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.321,".370",".599",".969","3",".24",-0.024,0.33,"RF",0.002
"137",481,"hamiljo03",2008,"137","48","May 21, 2008","TEX","@","MIN","W,10-1","CG","5","5","2","3","0","0","0","0","0","0","1","0","0","0","0","0","1","0",0.328,".375",".599",".974","3",".33",0.046,0.71,"CF",0.00700000000000001
"138",491,"hamiljo03",2008,"138","49","May 22, 2008","TEX","@","MIN","W,8-7","CG(10)","6","5","1","3","0","0","1","2","0","0","1","0","0","1","0","1","1","0",0.335,".378",".614",".993","3",".85",0.367,-0.17,"RF",0.00700000000000001
"139",501,"hamiljo03",2008,"139","50","May 23, 2008","TEX","@","CLE","W,13-9","CG","6","6","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.335,".377",".611",".988","3",".44",0.044,-0.18,"DH",0
"140",511,"hamiljo03",2008,"140","51","May 24, 2008","TEX","@","CLE","L,2-5","CG","5","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.337,".378",".606",".983","3",".89",-0.034,-0.57,"CF",0.002
"141",521,"hamiljo03",2008,"141","52","May 25, 2008","TEX","@","CLE","W,2-1","GS-6","3","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.333,".377",".600",".977","3","1.08",-0.056,-0.41,"CF",-0.004
"142",531,"hamiljo03",2008,"142","53","May 26, 2008","TEX","@","TBR","L,3-7","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.327,".371",".589",".960","3",".62",-0.062,-0.85,"CF",-0.00600000000000001
"143",541,"hamiljo03",2008,"143","54","May 27, 2008","TEX","@","TBR","W,12-6","CG","5","5","3","2","1","0","1","5","0","0","1","0","0","0","1","0","0","0",0.329,".371",".603",".974","3",".73",0.179,3.68,"CF",0.002
"144",551,"hamiljo03",2008,"144","55","May 28, 2008","TEX","@","TBR","L,3-5","CG","4","3","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.324,".369",".595",".964","3",".87",-0.043,-0.42,"CF",-0.005
"145",561,"hamiljo03",2008,"145","56","May 30, 2008","TEX","H","OAK","W,3-1","CG","4","4","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.327,".372",".597",".969","4","1.09",0.067,0.56,"CF",0.003
"146",571,"hamiljo03",2008,"146","57","May 31, 2008","TEX","H","OAK","W,8-4","CG","4","4","1","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0",0.326,".370",".604",".974","3",".94",0.132,1.12,"CF",-0.001
"147",591,"hamiljo03",2008,"147","58","Jun 1, 2008","TEX","H","OAK","L,8-13","CG","5","5","2","2","0","0","1","2","0","0","1","0","0","0","0","0","0","0",0.328,".370",".613",".983","3",".97",0.153,1.66,"RF",0.002
"148",601,"hamiljo03",2008,"148","59","Jun 2, 2008","TEX","H","CLE","L,9-13","CG","5","4","2","2","0","0","1","2","1","0","2","0","0","0","0","0","0","0",0.331,".375",".623",".998","3","1.35",0.205,2.52,"RF",0.003
"149",611,"hamiljo03",2008,"149","60","Jun 3, 2008","TEX","H","CLE","W,12-7","CG","5","4","1","1","0","0","1","2","1","1","1","0","0","0","0","0","0","0",0.329,".375",".630","1.005","3",".44",0.154,1.13,"CF",-0.002
"150",621,"hamiljo03",2008,"150","61","Jun 4, 2008","TEX","H","CLE","L,9-15","CG","5","5","1","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0",0.327,".372",".621",".993","3",".70",0.052,-0.04,"CF",-0.002
"151",63,"hamiljo03",2008,"151","62","Jun 5, 2008","TEX","H","CLE","W,9-4","CG","5","4","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.321,".369",".611",".980","3",".87",-0.087,-1.22,"RF",-0.00600000000000001
"152",641,"hamiljo03",2008,"152","63","Jun 6, 2008","TEX","H","TBR","L,4-12","GS-9","3","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.322,".368",".608",".976","3",".62",-0.013,-0.23,"CF",0.001
"153",651,"hamiljo03",2008,"153","64","Jun 7, 2008","TEX","H","TBR","L,4-5","CG","5","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.315,".362",".596",".958","3","2.49",-0.275,-1.29,"DH",-0.00700000000000001
"154",661,"hamiljo03",2008,"154","66 (1)","Jun 10, 2008","TEX","@","KCR","W,6-5","CG","5","5","1","0","0","0","0","1","0","0","3","0","0","0","1","0","0","0",0.309,".356",".585",".941","3","1.91",-0.252,-0.89,"CF",-0.00600000000000001
"155",671,"hamiljo03",2008,"155","67","Jun 11, 2008","TEX","@","KCR","W,11-5","CG","6","6","1","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.314,".359",".583",".942","3",".79",0.129,0.47,"RF",0.005
"156",68,"hamiljo03",2008,"156","68","Jun 12, 2008","TEX","@","KCR","L,5-6","CG","4","4","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0",0.316,".361",".589",".950","4","1.29",0.142,0.74,"RF",0.002
"157",691,"hamiljo03",2008,"157","69","Jun 13, 2008","TEX","@","NYM","L,1-7","CG","4","4","1","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.319,".362",".599",".961","3",".66",0.1,0.87,"CF",0.003
"158",701,"hamiljo03",2008,"158","70","Jun 15, 2008","TEX","@","NYM","W,8-7","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.314,".358",".590",".948","3",".47",-0.047,-0.74,"CF",-0.005
"159",711,"hamiljo03",2008,"159","71","Jun 15, 2008","TEX","@","NYM","L,2-4","CG","4","4","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.314,".356",".585",".942","4",".98",0.021,0.32,"CF",0
"160",721,"hamiljo03",2008,"160","72","Jun 17, 2008","TEX","H","ATL","W,7-5","CG","4","2","2","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0",0.315,".361",".595",".957","3",".44",0.117,1.35,"RF",0.001
"161",731,"hamiljo03",2008,"161","73","Jun 18, 2008","TEX","H","ATL","L,2-5","CG","4","3","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0",0.318,".366",".596",".962","4","1.60",0.066,0.43,"RF",0.003
"162",741,"hamiljo03",2008,"162","74","Jun 19, 2008","TEX","H","ATL","W,5-4","CG","4","4","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0",0.321,".368",".598",".966","4","1.32",0.051,0.89,"RF",0.003
"163",751,"hamiljo03",2008,"163","75","Jun 20, 2008","TEX","@","WSN","L,3-4","CG(14)","6","6","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0",0.315,".361",".586",".947","4","1.52",-0.102,-0.83,"CF",-0.00600000000000001
"164",761,"hamiljo03",2008,"164","76","Jun 21, 2008","TEX","@","WSN","W,13-3","CG","5","5","1","2","0","0","0","2","0","0","1","0","0","0","0","0","0","0",0.316,".362",".583",".945","4",".57",0.001,1.33,"CF",0.001
"165",771,"hamiljo03",2008,"165","77","Jun 22, 2008","TEX","@","WSN","W,5-3","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.312,".358",".576",".933","4","1.09",-0.107,-0.79,"RF",-0.004
"166",781,"hamiljo03",2008,"166","78","Jun 24, 2008","TEX","@","HOU","L,3-4","GS-5","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.31,".355",".572",".927","4",".78",-0.058,-0.62,"CF",-0.002
"167",791,"hamiljo03",2008,"167","80 (1)","Jun 26, 2008","TEX","@","HOU","L,2-7","GS-2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",0.31,".357",".572",".929","3",".40",0.012,0.12,"CF",0
"168",801,"hamiljo03",2008,"168","81","Jun 27, 2008","TEX","H","PHI","W,8-7","CG","5","3","1","1","0","0","0","2","1","0","0","0","0","1","0","0","0","0",0.31,".358",".570",".928","3","1.16",0.008,-0.02,"RF",0
"169",811,"hamiljo03",2008,"169","82","Jun 28, 2008","TEX","H","PHI","L,6-8","CG","5","4","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.309,".359",".566",".924","3","1.77",-0.165,-0.95,"RF",-0.001
"170",821,"hamiljo03",2008,"170","83","Jun 29, 2008","TEX","H","PHI","W,5-1","CG","5","4","0","2","0","0","0","1","1","0","0","0","0","0","0","0","1","0",0.312,".362",".565",".927","3",".49",0.079,0.87,"DH",0.003
"171",831,"hamiljo03",2008,"171","84","Jun 30, 2008","TEX","@","NYY","W,2-1","CG","4","3","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0",0.312,".363",".563",".926","3","1.16",0.05,0.43,"RF",0
"172",851,"hamiljo03",2008,"172","85","Jul 1, 2008","TEX","@","NYY","W,3-2","CG","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",0.308,".361",".556",".917","3","1.20",-0.105,-0.81,"RF CF",-0.004
"173",861,"hamiljo03",2008,"173","86","Jul 2, 2008","TEX","@","NYY","L,7-18","CG","5","3","1","1","0","0","0","2","2","0","0","0","0","0","0","0","0","0",0.308,".364",".554",".918","3",".70",0.157,1.4,"CF",0
"174",87,"hamiljo03",2008,"174","87","Jul 4, 2008","TEX","@","BAL","L,4-10","CG","5","3","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0",0.306,".365",".549",".914","3",".34",-0.006,-0.44,"CF",-0.002
"175",881,"hamiljo03",2008,"175","88","Jul 5, 2008","TEX","@","BAL","W,5-3","CG","5","5","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.307,".365",".547",".912","3","1.26",0.039,0.59,"RF",0.001
"176",891,"hamiljo03",2008,"176","89","Jul 6, 2008","TEX","@","BAL","W,11-10","GS-8","5","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0",0.309,".368",".546",".915","3","1.77",0.17,1.84,"CF",0.002
"177",901,"hamiljo03",2008,"177","90","Jul 7, 2008","TEX","H","LAA","L,6-9","CG","5","5","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0",0.308,".366",".544",".910","3","1.24",-0.198,-1.21,"RF",-0.001
"178",911,"hamiljo03",2008,"178","91","Jul 8, 2008","TEX","H","LAA","W,3-2","CG","3","2","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0",0.309,".366",".544",".910","3","1.47",0.135,0.77,"RF",0.001
"179",921,"hamiljo03",2008,"179","92","Jul 9, 2008","TEX","H","LAA","W,5-4","CG","5","5","1","1","0","0","1","2","0","0","1","0","0","0","0","0","0","0",0.307,".364",".547",".911","4","2.30",0.626,-0.31,"RF",-0.002
"180",931,"hamiljo03",2008,"180","93","Jul 10, 2008","TEX","H","LAA","L,10-11","CG(11)","6","5","1","2","1","0","1","2","1","0","1","0","0","0","0","0","1","0",0.309,".366",".556",".922","4","1.48",0.313,1.38,"DH",0.002
"181",941,"hamiljo03",2008,"181","94","Jul 11, 2008","TEX","H","CHW","W,7-2","CG","5","5","1","3","1","0","0","2","0","0","0","0","0","0","0","0","1","0",0.313,".369",".560",".928","4",".64",0.067,1.14,"DH",0.004
"182",951,"hamiljo03",2008,"182","95","Jul 12, 2008","TEX","H","CHW","L,7-9","CG","5","5","0","2","0","0","0","2","0","0","1","0","0","0","0","0","1","0",0.314,".369",".558",".927","3",".90",0.042,1.4,"RF CF",0.001
"183",96,"hamiljo03",2008,"183","96","Jul 13, 2008","TEX","H","CHW","W,12-11","CG","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.31,".367",".552",".919","3",".82",-0.092,-0.82,"RF CF",-0.004
"184",97,"hamiljo03",2008,"184","97","Jul 18, 2008","TEX","@","MIN","L,0-6","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.307,".364",".546",".910","3","1.08",-0.098,-1.01,"RF",-0.003
"185",98,"hamiljo03",2008,"185","98","Jul 19, 2008","TEX","@","MIN","L,2-14","GS-8","4","4","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.309,".365",".545",".910","3",".26",0.01,0.04,"CF",0.002
"186",99,"hamiljo03",2008,"186","100 (1)","Jul 21, 2008","TEX","@","CHW","W,6-1","CG","5","4","1","1","0","0","1","3","1","1","1","0","0","0","0","0","0","0",0.308,".365",".550",".915","3",".70",0.222,2.14,"CF",-0.001
"187",100,"hamiljo03",2008,"187","101","Jul 22, 2008","TEX","@","CHW","L,2-10","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.308,".364",".547",".911","3",".45",-0.045,-0.4,"CF",0
"188",101,"hamiljo03",2008,"188","102","Jul 23, 2008","TEX","@","CHW","L,8-10","CG","5","4","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0",0.305,".362",".542",".904","3","1.09",-0.03,-0.94,"CF",-0.003
"189",102,"hamiljo03",2008,"189","103","Jul 25, 2008","TEX","@","OAK","W,14-6","CG","6","5","2","2","1","0","1","2","1","1","0","0","0","0","0","0","0","0",0.306,".364",".550",".914","3","1.12",0.247,1.98,"CF",0.001
"190",103,"hamiljo03",2008,"190","104","Jul 26, 2008","TEX","@","OAK","W,9-4","CG","5","5","1","1","0","0","1","3","0","0","1","0","0","0","0","0","0","0",0.305,".362",".553",".915","3",".56",0.227,1.72,"CF",-0.001
"191",104,"hamiljo03",2008,"191","105","Jul 27, 2008","TEX","@","OAK","L,5-6","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.302,".359",".547",".907","3",".93",-0.089,-1.03,"CF",-0.003
"192",105,"hamiljo03",2008,"192","106","Jul 28, 2008","TEX","H","SEA","L,5-7","CG","5","5","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.3,".358",".543",".901","3","2.02",-0.157,-1.15,"CF",-0.002
"193",106,"hamiljo03",2008,"193","107","Jul 29, 2008","TEX","H","SEA","W,11-10","CG","5","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.304,".360",".544",".904","3",".43",0.046,0.72,"CF",0.004
"194",107,"hamiljo03",2008,"194","108","Jul 30, 2008","TEX","H","SEA","W,4-3","CG","4","3","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",0.304,".361",".550",".911","4","1.48",0.125,1.08,"DH",0
"195",108,"hamiljo03",2008,"195","109","Jul 31, 2008","TEX","H","SEA","L,5-8","CG","5","4","0","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0",0.306,".364",".551",".915","4",".41",0.03,0.56,"DH",0.002
"196",110,"hamiljo03",2008,"196","110","Aug 1, 2008","TEX","H","TOR","W,9-8","GS-7","3","3","1","1","0","0","1","2","0","0","2","0","0","0","0","0","0","0",0.306,".364",".557",".920","4","1.23",-0.066,0.5,"CF",0
"197",111,"hamiljo03",2008,"197","111","Aug 2, 2008","TEX","H","TOR","L,4-6","CG","4","3","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0",0.309,".367",".560",".927","4",".99",0.117,1.17,"RF",0.003
"198",112,"hamiljo03",2008,"198","112","Aug 3, 2008","TEX","H","TOR","W,8-4","CG","4","1","1","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0",0.308,".370",".559",".929","4",".78",0.057,0.84,"DH",-0.001
"199",113,"hamiljo03",2008,"199","113","Aug 4, 2008","TEX","H","NYY","W,9-5","CG","5","4","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.305,".368",".554",".922","4","1.53",-0.042,-0.57,"CF",-0.003
"200",114,"hamiljo03",2008,"200","114","Aug 5, 2008","TEX","H","NYY","W,8-6","CG","5","4","1","1","0","0","1","2","0","0","3","1","0","0","0","0","0","0",0.305,".369",".558",".926","4",".37",0.155,1.37,"DH",0
"201",115,"hamiljo03",2008,"201","115","Aug 6, 2008","TEX","H","NYY","L,3-5","CG","4","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.305,".370",".556",".926","4","1.31",-0.034,0.05,"CF",0
"202",116,"hamiljo03",2008,"202","116","Aug 7, 2008","TEX","H","NYY","L,0-3","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.302,".367",".551",".918","4","1.14",-0.119,-1.01,"CF",-0.003
"203",117,"hamiljo03",2008,"203","117","Aug 8, 2008","TEX","@","BAL","L,1-9","GS-7","3","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.3,".365",".547",".912","4",".60",-0.048,-0.88,"CF",-0.002
"204",118,"hamiljo03",2008,"204","118","Aug 9, 2008","TEX","@","BAL","L,0-9","CG","4","3","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",0.3,".366",".546",".912","4",".49",-0.003,0.11,"DH",0
"205",119,"hamiljo03",2008,"205","119","Aug 10, 2008","TEX","@","BAL","W,15-7","CG","6","6","2","3","1","0","1","3","0","0","1","0","0","0","0","0","0","0",0.303,".367",".554",".921","3",".51",0.114,0.82,"RF",0.003
"206",120,"hamiljo03",2008,"206","120","Aug 12, 2008","TEX","@","BOS","L,17-19","CG","6","5","3","2","1","0","0","1","1","0","1","0","0","0","0","0","0","0",0.304,".369",".555",".923","3",".52",0.069,1,"CF",0.001
